"Ngày","Lần cuối","Mở","Cao","Thấp","% Thay đổi"
"21/11/2025","3.004","3.000","3.004","3.000","0.13%"
"20/11/2025","3.000","2.984","3.000","2.984","0.57%"
"19/11/2025","2.983","2.983","2.983","2.983","0.00%"
"18/11/2025","2.983","2.983","2.983","2.983","0.00%"
"17/11/2025","2.983","2.983","2.983","2.983","0.00%"
"14/11/2025","2.983","2.983","2.983","2.983","0.00%"
"13/11/2025","2.983","2.979","2.983","2.979","0.13%"
"12/11/2025","2.979","2.979","2.979","2.979","0.00%"
"11/11/2025","2.979","2.979","2.979","2.979","0.00%"
"10/11/2025","2.979","2.938","2.979","2.938","1.40%"
"07/11/2025","2.938","2.933","2.938","2.933","0.17%"
"06/11/2025","2.933","2.933","2.933","2.933","0.00%"
"05/11/2025","2.933","2.933","2.933","2.933","-0.03%"
"04/11/2025","2.934","2.934","2.934","2.934","0.03%"
"03/11/2025","2.933","2.933","2.933","2.933","0.00%"
"31/10/2025","2.933","2.933","2.933","2.933","0.00%"
"30/10/2025","2.933","2.933","2.933","2.933","0.00%"
"29/10/2025","2.933","2.933","2.933","2.933","0.00%"
"28/10/2025","2.933","2.933","2.933","2.933","0.00%"
"27/10/2025","2.933","2.933","2.933","2.933","0.00%"
"24/10/2025","2.933","2.925","2.933","2.925","0.27%"
"23/10/2025","2.925","2.925","2.925","2.925","0.00%"
"22/10/2025","2.925","2.908","2.925","2.908","0.58%"
"21/10/2025","2.908","2.908","2.908","2.908","0.00%"
"20/10/2025","2.908","2.892","2.908","2.892","0.55%"
"17/10/2025","2.892","2.888","2.892","2.888","0.14%"
"16/10/2025","2.888","2.871","2.888","2.871","0.59%"
"15/10/2025","2.871","2.871","2.871","2.871","0.00%"
"14/10/2025","2.871","2.871","2.871","2.871","0.00%"
"13/10/2025","2.871","2.871","2.871","2.871","-0.03%"
"10/10/2025","2.872","2.872","2.872","2.872","0.03%"
"09/10/2025","2.871","2.854","2.871","2.854","0.60%"
"08/10/2025","2.854","2.854","2.854","2.854","0.00%"
"07/10/2025","2.854","2.854","2.854","2.854","0.00%"
"06/10/2025","2.854","2.854","2.854","2.854","0.00%"
"03/10/2025","2.854","2.854","2.854","2.854","-0.04%"
"02/10/2025","2.855","2.839","2.855","2.839","0.56%"
"01/10/2025","2.839","2.839","2.839","2.839","0.04%"
"30/09/2025","2.838","2.838","2.838","2.838","-0.04%"
"29/09/2025","2.839","2.839","2.839","2.839","0.04%"
"26/09/2025","2.838","2.838","2.838","2.838","-0.04%"
"25/09/2025","2.839","2.839","2.839","2.839","0.32%"
"24/09/2025","2.830","2.830","2.830","2.830","-0.04%"
"23/09/2025","2.831","2.831","2.831","2.831","0.04%"
"22/09/2025","2.830","2.819","2.830","2.819","0.39%"
"19/09/2025","2.819","2.819","2.819","2.819","0.00%"
"18/09/2025","2.819","2.810","2.819","2.810","0.32%"
"17/09/2025","2.810","2.810","2.810","2.810","0.00%"
"16/09/2025","2.810","2.811","2.811","2.810","-0.07%"
"15/09/2025","2.812","2.810","2.812","2.810","0.04%"
"12/09/2025","2.811","2.811","2.811","2.811","0.00%"
"11/09/2025","2.811","2.807","2.811","2.807","0.14%"
"10/09/2025","2.807","2.807","2.807","2.807","0.00%"
"09/09/2025","2.807","2.799","2.807","2.799","0.29%"
"08/09/2025","2.799","2.799","2.799","2.799","0.00%"
"05/09/2025","2.799","2.799","2.799","2.799","0.00%"
"04/09/2025","2.799","2.783","2.799","2.783","0.57%"
"03/09/2025","2.783","2.783","2.783","2.783","0.04%"
"02/09/2025","2.782","2.782","2.782","2.782","0.00%"
"01/09/2025","2.782","2.782","2.782","2.782","0.00%"
"29/08/2025","2.782","2.770","2.782","2.770","0.40%"
"28/08/2025","2.771","2.761","2.771","2.761","0.33%"
"27/08/2025","2.762","2.757","2.762","2.757","0.15%"
"26/08/2025","2.758","2.721","2.758","2.721","1.36%"
"25/08/2025","2.721","2.687","2.721","2.687","1.27%"
"22/08/2025","2.687","2.687","2.687","2.687","-0.04%"
"21/08/2025","2.688","2.655","2.688","2.655","1.24%"
"20/08/2025","2.655","2.647","2.655","2.647","0.30%"
"19/08/2025","2.647","2.643","2.647","2.643","0.15%"
"18/08/2025","2.643","2.634","2.643","2.634","0.34%"
"15/08/2025","2.634","2.605","2.634","2.605","1.07%"
"14/08/2025","2.606","2.552","2.606","2.552","2.12%"
"13/08/2025","2.552","2.531","2.552","2.531","0.79%"
"12/08/2025","2.532","2.538","2.538","2.532","-0.24%"
"11/08/2025","2.538","2.547","2.547","2.538","-0.35%"
"08/08/2025","2.547","2.544","2.547","2.544","0.08%"
"07/08/2025","2.545","2.489","2.545","2.489","2.25%"
"06/08/2025","2.489","2.489","2.489","2.489","0.00%"
"05/08/2025","2.489","2.489","2.489","2.489","0.00%"
"04/08/2025","2.489","2.489","2.489","2.489","0.00%"
"01/08/2025","2.489","2.486","2.489","2.486","0.40%"
"31/07/2025","2.479","2.479","2.479","2.479","0.16%"
"30/07/2025","2.475","2.475","2.475","2.475","0.00%"
"29/07/2025","2.475","2.458","2.475","2.458","0.69%"
"28/07/2025","2.458","2.458","2.458","2.458","0.00%"
"25/07/2025","2.458","2.458","2.458","2.458","0.61%"
"24/07/2025","2.443","2.413","2.443","2.413","1.24%"
"23/07/2025","2.413","2.413","2.413","2.413","0.00%"
"22/07/2025","2.413","2.413","2.413","2.413","0.00%"
"21/07/2025","2.413","2.413","2.413","2.413","0.00%"
"18/07/2025","2.413","2.413","2.413","2.413","-0.04%"
"17/07/2025","2.414","2.350","2.414","2.350","2.68%"
"16/07/2025","2.351","2.347","2.351","2.347","0.17%"
"15/07/2025","2.347","2.347","2.347","2.347","0.00%"
"14/07/2025","2.347","2.409","2.409","2.347","-2.57%"
"11/07/2025","2.409","2.339","2.409","2.339","2.99%"
"10/07/2025","2.339","2.326","2.339","2.326","0.52%"
"09/07/2025","2.327","2.327","2.327","2.327","-0.17%"
"08/07/2025","2.331","2.327","2.331","2.327","0.17%"
"07/07/2025","2.327","2.327","2.327","2.327","0.00%"
"04/07/2025","2.327","2.327","2.327","2.327","0.00%"
"03/07/2025","2.327","2.327","2.327","2.327","-0.04%"
"02/07/2025","2.328","2.328","2.328","2.328","0.04%"
"01/07/2025","2.327","2.327","2.327","2.327","-0.04%"
"30/06/2025","2.328","2.319","2.328","2.319","0.39%"
"27/06/2025","2.319","2.319","2.319","2.319","-0.04%"
"26/06/2025","2.320","2.320","2.320","2.320","0.00%"
"25/06/2025","2.320","2.316","2.320","2.316","0.17%"
"24/06/2025","2.316","2.316","2.316","2.316","0.00%"
"23/06/2025","2.316","2.316","2.316","2.316","0.00%"
"20/06/2025","2.316","2.307","2.316","2.307","0.35%"
"19/06/2025","2.308","2.308","2.308","2.308","0.04%"
"18/06/2025","2.307","2.307","2.307","2.307","1.23%"
"17/06/2025","2.279","2.279","2.279","2.279","0.00%"
"16/06/2025","2.279","2.279","2.279","2.279","0.00%"
"13/06/2025","2.279","2.279","2.279","2.279","0.00%"
"12/06/2025","2.279","2.279","2.279","2.279","-0.04%"
"11/06/2025","2.280","2.280","2.280","2.280","0.00%"
"10/06/2025","2.280","2.280","2.280","2.280","0.00%"
"09/06/2025","2.280","2.280","2.280","2.280","-0.04%"
"06/06/2025","2.281","2.268","2.281","2.268","0.53%"
"05/06/2025","2.269","2.269","2.269","2.269","0.04%"
"04/06/2025","2.268","2.264","2.268","2.264","0.18%"
"03/06/2025","2.264","2.264","2.264","2.264","0.00%"
"02/06/2025","2.264","2.264","2.264","2.264","0.00%"
"30/05/2025","2.264","2.252","2.264","2.252","0.53%"
"29/05/2025","2.252","2.248","2.252","2.248","0.18%"
"28/05/2025","2.248","2.248","2.248","2.248","0.00%"
"27/05/2025","2.248","2.248","2.248","2.248","0.00%"
"26/05/2025","2.248","2.248","2.248","2.248","-0.04%"
"23/05/2025","2.249","2.240","2.249","2.240","0.40%"
"22/05/2025","2.240","2.239","2.240","2.239","0.04%"
"21/05/2025","2.239","2.239","2.239","2.239","0.04%"
"20/05/2025","2.238","2.238","2.238","2.238","-0.04%"
"19/05/2025","2.239","2.239","2.239","2.239","0.00%"
"16/05/2025","2.239","2.239","2.239","2.239","0.00%"
"15/05/2025","2.239","2.239","2.239","2.239","-0.04%"
"14/05/2025","2.240","2.240","2.240","2.240","0.04%"
"13/05/2025","2.239","2.239","2.239","2.239","-0.04%"
"12/05/2025","2.240","2.240","2.240","2.240","0.00%"
"09/05/2025","2.240","2.240","2.240","2.240","0.00%"
"08/05/2025","2.240","2.240","2.240","2.240","0.00%"
"07/05/2025","2.240","2.235","2.240","2.235","0.22%"
"06/05/2025","2.235","2.235","2.235","2.235","0.00%"
"05/05/2025","2.235","2.235","2.235","2.235","0.27%"
"29/04/2025","2.229","2.229","2.229","2.229","0.00%"
"28/04/2025","2.229","2.229","2.229","2.229","0.00%"
"25/04/2025","2.229","2.229","2.229","2.229","0.00%"
"24/04/2025","2.229","2.229","2.229","2.229","0.04%"
"23/04/2025","2.228","2.228","2.228","2.228","-0.04%"
"22/04/2025","2.229","2.229","2.229","2.229","0.00%"
"21/04/2025","2.229","2.229","2.229","2.229","0.00%"
"18/04/2025","2.229","2.229","2.229","2.229","0.00%"
"17/04/2025","2.229","2.229","2.229","2.229","-0.04%"
"16/04/2025","2.230","2.230","2.230","2.230","0.00%"
"15/04/2025","2.230","2.230","2.230","2.230","0.04%"
"14/04/2025","2.229","2.229","2.229","2.229","0.00%"
"11/04/2025","2.229","2.229","2.229","2.229","-0.04%"
"10/04/2025","2.230","2.230","2.230","2.230","0.00%"
"09/04/2025","2.230","2.230","2.230","2.230","0.00%"
"08/04/2025","2.230","2.230","2.230","2.230","0.00%"
"04/04/2025","2.230","2.230","2.230","2.230","0.00%"
"03/04/2025","2.230","2.230","2.230","2.230","0.36%"
"02/04/2025","2.222","2.222","2.222","2.222","0.00%"
"01/04/2025","2.222","2.222","2.222","2.222","0.00%"
"31/03/2025","2.222","2.222","2.222","2.222","0.00%"
"28/03/2025","2.222","2.222","2.222","2.222","0.00%"
"27/03/2025","2.222","2.222","2.222","2.222","0.00%"
"26/03/2025","2.222","2.222","2.222","2.222","0.00%"
"25/03/2025","2.222","2.222","2.222","2.222","0.00%"
"24/03/2025","2.222","2.222","2.222","2.222","0.00%"
"21/03/2025","2.222","2.222","2.222","2.222","-0.04%"
"20/03/2025","2.223","2.223","2.223","2.223","0.00%"
"19/03/2025","2.223","2.231","2.231","2.223","-0.36%"
"18/03/2025","2.231","2.231","2.231","2.231","0.00%"
"17/03/2025","2.231","2.231","2.231","2.231","0.00%"
"14/03/2025","2.231","2.231","2.231","2.231","-0.04%"
"13/03/2025","2.232","2.232","2.232","2.232","2.29%"
"12/03/2025","2.182","2.232","2.232","2.232","-2.24%"
"11/03/2025","2.232","2.232","2.232","2.232","0.00%"
"10/03/2025","2.232","2.232","2.232","2.232","0.00%"
"07/03/2025","2.232","2.246","2.246","2.232","-0.58%"
"06/03/2025","2.245","2.233","2.245","2.233","0.54%"
"05/03/2025","2.233","2.236","2.236","2.233","-0.13%"
"04/03/2025","2.236","2.236","2.236","2.236","0.00%"
"03/03/2025","2.236","2.236","2.236","2.236","0.13%"
"28/02/2025","2.233","2.238","2.238","2.233","-0.22%"
